review_id,stars
1MhzHYNOIAH4KBJz262Wbg,1
m-ZNBKFTYrrTXhI2ilaf9A,1
gYyhbMTsDBn1chdQ1sYIcA,1
Te1K1yemlCUTOVS_82zGqw,1
_2QHKAhmJoq8cLJeNdfuGw,1
1p4hmC_EAVLVwFkXX4QuAQ,1
LEGx21lRKpLtuAReiAIYfg,1
wZ1J6izoboUXEAU00k3z0Q,1
JwsjG2wZjYvHYRjq7TEN4A,1
3dV4kIXegl8ysJtuuSobUw,1
wey2w13ZCaXOOYBn8GiQwQ,1
B3SwfLBX5wXQmm010hs9gg,1
fZ1BH5jd-Kutkokdkb6zLg,1
UBCJWY39uNAEN02qoxsreQ,1
geFdIVidIXgiJUZCh50JLg,1
35Wpg6iKNFMtOhXCGlTC-Q,1
3mjJDFvhEllFbkgEA_shIw,1
SjsbyCE25MHSI6k8DzrAQg,1
WRZzr4JyG4jDPVsCk_oe9A,1
krjNvirdPbpt7PdMnRmdoQ,1
m5Dj9q16ASjh34MsJvjSpQ,1
dd3IFB1Kgi7viQ94YzEjfw,1
dSDjCqcGZKJucCowiBt9jg,1
SiH5lG-ZoSKXN00iU6Vkjg,1
Q6ipPOWwbQ45THjBuzlWmQ,1
UeDKDD-dU0rxDghrK-pS3A,1
8yTVH5mK3KTKxULkzdVipw,1
-86ZKy7m73LZ9KnhpylSHw,1
SQpPj5anc0HW9-04wtabKw,1
P7_63pEokkqadQj0wZydEg,1
Rsh2CSTHXO9m2FoOkVdj9A,1
ubkqQRf_c17Lj3hCFJKd7g,1
3vmUnfNkzJl1LKZip4T3Dg,1
MapcgBkI0v5pGDpyBLrBxg,1
Zyo3Po__kxYyKFMIgJEAwg,1
Vmews_PmA92QwroHByMWJQ,1
n_F4tetikzXJaaO-YPc2Dg,1
wjYwqQG95O4jnxz3BOMaXw,1
v-wZdZUOQrC-kcLUo7LpjA,1
PWWSir1owUbX-eIjt7G3gA,1
Sp2FTbw8iohFC-8gP_bcIQ,1
XAbS9GosUTEt3rGGDONMpQ,1
o8URRD1UKExYXYdawRM3cA,1
yzq_SIyme89F3QhAroAdvQ,1
PFn2E5DNt5ULqO-4CgkeAw,1
JuPxpV0wu7ZEbzQoItdHjA,1
X2tY2zavmHDUy6aJrAgGuw,1
cHOJ-h4bq1K33Fv5Zxnm1Q,1
Vd9E6n0mIhfXQgbZfE_lwA,1
16TjuS5dAnaNJEITi7kv4Q,1
THScd4acwJuxDgyNO-tYoQ,1
wrhJR2xn6k4Ts9mwzTgzDQ,1
9NLjTx8AdEzn8mTyTHVR6w,1
Ek47OnljBubWk09sWbuHfA,1
O50d5HILvLNk3oup1ANgbw,1
xdn-qmK3FmIL46xB29tZSw,1
rg8cUtGHyVeIUKE3RGZ-1A,1
gQ2wn450b8y0mS3B7mkYpA,1
cHeHx9i_x2x3OCXswc8WSA,1
zOU_Y87Kj8ndmXTFdk76gw,1
GkTEqfJI3wc_pIJ0_rZNgQ,1
cImRznqZ4nFKJ4_3Q3b0WA,1
IYMYblqg62zRb3VnhO4SVQ,1
iynSbjh4cMozF124dQ90fw,1
vJmpyysuqUbPpGpGR2Wp8w,1
GXP6ZlbscSLfQtTiqSPsLw,1
wBPYiVo7odIsw-YRxey8aA,1
O-Hp9bx3dfSUmpsEPO0Ykw,1
eti3tBBY7nD35F6eu9oAWQ,1
8alS_UOie7x6C5PvoGHKSw,1
tP78iSpaOVuCgIA2noVf0w,1
YAbWn9F7KxlomiuIoeNqPg,1
KPwOL62aW2CvJiJDezQ7Ng,1
kxNzXpR6VlJ8bkYT5mMueA,1
PC0oNbcg9d_W9QtWuWuhQA,1
xVWOUY1OmbscMR0lCc0K9g,1
_2urQ2SyprV0AWx4Yc8BHA,1
PY9qH_FYQyRrsaHosWLkYg,1
vwHgu6zD6YWQNXMzMEhfEA,1
7ADowiMH9qBCYuy0t8ofZw,1
PGqO_rvg6JcBFo4l4DIkhA,1
_eBpnJDBS4axOsxqiH-W4g,1
w0k-bRS-OUMh8GydMoSQIg,1
UUTdjl4FEehcnrJChbuInQ,1
s30HWbC0127JQeK1bIJ6mw,1
icOwZJqRP4yFBemMVhOKzg,1
W5AA0Ihm0HtkdWlc_behkA,1
l_JwiI7cor5BM-VFOm0b3Q,1
QIhUovjMz0wtuQ4Ld6bPbw,1
v_9oXmg8KHlpQCRmy6rvnw,1
zufFhD8thKfBwEioW2owDQ,1
mNhSQb6UH39WpQ84_BCOsw,1
9uy7PGdJ1qk-hKtin5CfIA,1
lL3vcYtreXwWy7fvwlfH7w,1
AWQozO1JIyFWQTDZWYhO_Q,1
V8FLJnC3kmPSQyoxFbwPnw,1
czLGSnq7KZ-T0aJ0bjFLRw,1
wBiOXQttbWaXFbUnZpEXZQ,1
SXAY1sK0uD-gV1WlXzUGUA,1
-ZK5w6o776UGp5DFNwOsxQ,1
UKb76lPUOva93_7Juwr7Wg,1
Hv562efQ3sR-g5r29R6o1Q,1
8v4cKRRPdYlcmPKGft1B2w,1
cmS48ixKLzWpfmJ7RmmHQA,1
xwrtutZ1MwGBUSa3kGd7iQ,1
rWpBTF-wDG2tA_PW0WuM5Q,1
2UCEjs21XD6qGJrZYBI3CA,1
nRrzDWq0AMA4JUgTd4Sgsg,1
jEBN7ktNnNJD8T6WeGzLvg,1
-qF8dr0TvC4YJxalG2bpow,1
vlEYNV9Lakg3gJt9o7fs4A,1
Ds0y2VhFnPS4cbLiSod0Sw,1
chlu-3_B1qBWos5iVK7Dnw,1
ZrKa33XYUC96rfxWPGAYQQ,1
Fr5UlTZCdzY9qNLSOG3hew,1
zph4YWuxLYtVAqECL0qPyA,1
dG2ukIzPzh7sHoiFJ4qkMw,1
AaIhanO4rgQAY-5cV9QhMQ,1
AuqclmInh72kHLLxAgRjKg,1
x9KSePePWiXOTpFV9LhIXw,1
tzteD-RJ-c-6sUz6jYw5YA,1
geOCPVe-H02B0CBxbF0Xkw,1
_Ydq_JTkXFebPXNZvZXl0g,1
u8O0UGRJSkrHLD916EyLOQ,1
_15WjjQUTQUdHbOlHOm3Kw,1
tW1QXt4U070LLf8qokXU2w,1
Bm7PE7IPdG20-I6urAhyaA,1
8-lERV0SQFNPVaNzyqJ42w,1
b1rhaHsK56XBPhW0fWdX4g,1
5vFdupadkVpF7G7G6uH9zQ,1
a6nZ43DDTJAd2im877DvrA,1
WyQzpITCMSNOAKKJV9d6ew,1
xLIRh2IM86NXJc9SgN8T1A,1
fIsdvR5_ZSPxjx6ZpLUpMA,1
AVbFSbY-jbC9BedRzu6fyw,1
gYPeLy4JfW2MB4uf-VApkQ,1
_GHfL3xSRnvZqRLxHwUMxQ,1
5bGHYJAq2wn78jEALOmwAg,1
F7uiY0fkG4t3cWDf5MKNlA,1
mu2xIIIFeAkwtqtC7LZgeA,1
IGf2YDYrO8X_cNFMqfY6fw,1
feDY9g1N8Re1gXUUHPawRQ,1
gy6KDrH8AiEELEMp1YZeBw,1
1TcdI_q9LJ7MHtlsqlG0hA,1
FUSRBUZCUkv_-gTvjXENKg,1
hbRuhnpL7Z95xgnH3qplDg,1
OPnXetmXF_aD3vRSfMu9eQ,1
KS2PV87FlvvNbvJ0GsgOVg,1
mobsyIo38aIf7zcRKQ0pBw,1
m-CVgaZkmGL4kSZ-pJSZsQ,1
4pvbyw_rZ7ktJpsLMSGumw,1
02FNdMa8xQ8lcOO3iQTEgw,1
y0JX14NTfsyhv5J87sZYMg,1
pFNhSwLLRAHDbvjRFTHgNw,1
YU0v1SjByhn9HqDejT8-og,1
ZJzbNF33muFQdLG08MjzcQ,1
k10-soGbKjNhpZ0yLAFc-A,1
NFPS_PltE0bbngTWPPB_vw,1
kKRsQQN68vqAz3tHhHdtwg,1
GwMSEybSf0EDCJxw_oWuJA,1
o1-VkJtd7_2PN4xwO436mA,1
oAOCh6-Tp3Fz5jF5TofsSA,1
eLa72pLXGiuLcHNAQcVj6A,1
Lb02vxUz04AbQ4Ij918Yjg,1
9VM85FN7AEzSzYYKqU7IAA,1
Yf7qSjSptgTMzZrDgacLKg,1
dZte3eyTzIxGQmBLzMUgDw,1
ZscQLyCheJYvxtFbJkS24A,1
LrcWjgrzroAuOUhTws3Oew,1
DQY2K-7r_xxrKxnxYOkqcg,1
dGA-Ggt1NRoC3ksxREaSdw,1
7v6zNOs6A7KYFikQHvv_qw,1
iEPpdvm6UGcozuoIlkGjzw,1
cud5QoBto2pJC1124I9ppg,1
y-dwbZuWUlxdn1fguMuL3Q,1
ZZIYBlgigq-rjtnPd9kb5w,1
X_1hCyaPP80PcJV8SMUlfg,1
rTw2c0ko7SnPTTF96vQiyQ,1
yzrh8WoxBZ6XjIxjxm99_w,1
dkzkOocNYfB_giCIwuIsxA,1
RWI5nKI7xK_rsg5rduzz6w,1
E_jRebDqQLBjZEiOfF7naw,1
jGe5AJIc5UbGcOtSw2qm3w,1
SVhdjGcR4n922CQfUag7nQ,1
KEfMUKHPZoKU_FzuYSS-XQ,1
d_zQ2lVpJzltw1MyqekwQQ,1
dOYS3SEte0UYIb6S8_fMaA,1
y3Ra1zYQKGZuESoLFKtFMQ,1
qw-2-B_hHTpfGfhx1sML4A,1
0_74xiRNGilaVAIl2Hr4Cw,1
bgy_A_TVwd9QgS0X2jmaJw,1
3orQGJtVrps6sOSkO0zIBQ,1
_yUIct3bjl8uV_EJrh4CcQ,1
BumewFRNJno8o631RyhF_Q,1
BmhmSenkS1SvsOBSaRd5tg,1
IgDo4rSeEAD5vggP77xyXg,1
QpZV2phnCizO6SAlRkoCpQ,1
H6fqQ2nF5Fvg0gGkxgmJXA,1
a-z_qZ-Oohur2eZ27PJPag,1
DcggjhCvms1n0eRnrKNwUw,1
OsD1Ul3pPvdsD5L9kU7JRQ,1
3lMpOTjP_TEgxKEYubdyNg,1
GWlbfZlb1Cw-Yk92pZ-q1w,1
HnYir0UO5Hh0MDPTM_CBKQ,1
rLHXReDIDjtEbqhdyRktkw,1
44RhRx-D0zfJUEhMGidbmg,1
H2xmaFXyozj2lWoek6CTlQ,1
DNuCQR37bEqg7iAOObz7QQ,1
V1XKuBlYmnlQehvd6D66iA,1
munkgmMhHgwzRnih0Jkwig,1
Kb1v-2WAgrKotKCKBiJnoA,1
HJxSw9XjTy3UvfqTzWS_OA,1
YyMwNu-0JYmFbx7QWYoVpw,1
Ngmzd--u8hxeb4CaJZm_EA,1
RuyrseAikN3eNVOt3GpnbA,1
jOjaXlYTYSp7sMiESnpk_g,1
PTIs0eZK5r4c7ez0w24eKg,1
xu2ebLiTOX2lSI7sDuvoIg,1
0HwB-8C62K0REQRI_P53Mg,1
Ve8lIXttnSPVg-UsF79d6Q,1
t9NjBrVYQaG4r_2ViCzFQw,1
RyuCn4hPZmuvRlL9bqcj7Q,1
qNMVUZqbTJnT4lScZogXWw,1
TAs8VCBKLKqsaWO0nuXsIw,1
-roOPhTpGwB0TTYX8vJfvA,1
Z0WRjfOXBsDJDFAVQ2VARw,1
Q5E5wr04b9GMPx8NnJKuOQ,1
klpivuUUGWQPNk4PfMKnIw,1
SGzP8-JyBy2EfDXpW0Qy9Q,1
swsm-PUuzaOrz_087JxrvA,1
ILECW1F6HAYDuEhDWnjuYQ,1
wuN-aIQXrgC_V2G8vLB8sQ,1
Evm2-ULK7mlzLO2btwqvPg,1
to0c7y-MLZMakOP6WnNBZw,1
3HZOjoEsVs_wGfPGZhaL8w,1
WLfeCAQxTxKhni8-EdUzLw,1
GUYciEtB0xZLhf7dIAgJ1w,1
a2YEO5fL3j3BlDCPp5ElrQ,1
F1chaF0Ec9WWxyaF9EW2TA,1
jcyiPg38912d3piWGr8FoQ,1
1h0PFilp5XztGsSgNAQs8A,1
l-EFuYa5-KFkxNqAdGQexA,1
N525hBaePbR1wIZ-AhB_kQ,1
b0bMIaBNY8pXl5M5YcjR_Q,1
QaI7eCDqn_oTJ85KxuLHWg,1
bZvybTBrEL4WpPSVoeJB1g,1
eG8CrXeHZY6fDFbFGrRSSw,1
FkOuvv9YfSWxdUnlpLAKdg,1
f9Cnw_xN3ktIG1JWoslzUg,1
x0nujg1Fxfg2sYFTXx6Klg,1
r11qDrnIas6RVYo2BhpEVA,1
4bfAYC78cKFnmMo0GkT4hg,1
ixTY81_i_6QziA_JdCmnMw,1
9NX6Uac-Vu2_yyB3ON_bgg,1
HKHSbv-MOVMlKEJR-l0YOg,1
EoJ9zwker4B1KSH8Sd9Usg,1
y_qsVQYsl5GkjI0hCpsWwA,1
N4t-7wGeoklz5LqaimRfvQ,1
7kok-qzsAPHIMP1GCGx-Jg,1
jvIn8EhAeJsRVYKk3yWskw,1
sEsv-50nt98vDb4HcLY9qg,1
2jHF0IOvEZqf0634wX9H9Q,1
pHHbPUMbkG6LVAaKKvksXA,1
RsMBwWHgOT_DUhW6dxZPNA,1
d2IYvTnZ7Uam5csdhYCe7g,1
WWfdK4q_Etm4IwkH2VA4hg,1
ADMdp0Gu73aMi5-dj6AHrA,1
XmHlecpEkI5T42MjUrpSWQ,1
qJ3JcseY8s5B74imFdpxgg,1
N95V8lNgClxjHdbRea97zQ,1
BVKY3vexPMAqD5FuwPDljg,1
5ACWP5Y9d0HxzSFfSrxx3w,1
r96uGFCrjTM5cIfQzS5W7g,1
hiVjOAWsWzwTKW6GKGcX1Q,1
xoQH0PXKACQRctVyB9whuQ,1
aIF0dqTNEjemgu3sDQ_BUA,1
SfvjSwHus3Yrf26ijnvysg,1
uONNsgdVkcxDYqxKIjoqiA,1
9Uc5fA5S_8scfd15Cg_L1A,1
hslPCUgLSSg8q703IoX0zg,1
d5JrBsP7246dmyQAia3QjA,1
2TJoOPZOX08ghduOWqfuyQ,1
HBHJPBFN2XDfb2ba1yr7Nw,1
1lBfBMiOxZnnoHPcYPCm3w,1
WZ2mARu6mxhOLnNYG2XF9w,1
8cD0O3Lbbg5SoCM0541D6Q,1
tJ3R7H-OLojcL0qEMDaPQw,1
-n7jvXKtQa6pOyyEImKSPg,1
PLMr6aiD69_WXt8saWGkcA,1
OXPpjnAxRlcxII8XPFj8Pg,1
emVmuq01FpgQfjcyzuA5iQ,1
2Y3LBOtzIN8sM_Hhn26K3w,1
l8jlwyjYtGaYp4AZ_BPFQA,1
UhlwJ5bQr-eKjdqqCji6ag,1
s_bedAK1t05C7DaffuvK0g,1
drTicw2NZEu-xeBdQLQHqQ,1
ZNiP7LpsV-MZuaNFa-G4ew,1
fJTYV2we_8g9vvG0_Hx-5g,1
KL8-9uash0sD5SIHh8qDkQ,1
Mo5kV6ZngKtNMTOUJLPtCw,1
AOQXKAd9qKOA0YKj2p9sxQ,1
vvZtIZAS6clAW3b78j-BXg,1
_6wLUWTlg8r07hPewJb0wA,1
NjpL7sGoVCqZ-ZVWEVpf8g,1
vLCjv_g93XTvhmgApWsP_g,1
--ZC_Ts9Hrn-pKOUvBgkxg,1
2DyUtTmuwm8tcUEfpSwq2Q,1
Bg0iFtqqhUi63ItVj89UcA,1
lVspEruiNApyy-QnASIQDw,1
lsYlzb6TkVcPIGdDyFtZeg,1
-OVi-sAFIbIteMh9FRNPuA,1
S1NoUuTNghOU7YtEFmBL3Q,1
fX86I0NGFvG5SubYDmblWA,1
P_3vEYXdkrBJeaTT2yzpGw,1
El5KWSjbfOO7IrX_eicD1A,1
ZQmuPghnmTtFJ8L82Q_Vxw,1
Ahtp5KJEkqorgln8tjkAog,1
9fFFQMo4lVMRKVzthJRCrw,1
K2XUYl4MZZuxS9DDFBBDwQ,1
bZiT-vsAFAp93a9hJza8nw,1
s2wxXcpC-np9xjEBtQ1wpA,1
iFxXin9yeV-eLiiDFdxndg,1
QVcOazClBDQZLCgLb62W7g,1
MBcyCe7YxfhInd8-bXlRpw,1
1Y98ss8OhsyfsCwSot7sGw,1
WIz0ZeKeupj5nX2WU6RVsA,1
soo5OwZzOopTiTwN-yu0HQ,1
Tk6q5ZHjQWPOzIGFnUkTQA,1
uKvLMBKiLyAP7F4AxFSI0A,1
QBbXDvNLO0YVvHDjlplarg,1
w8uAcyc0l-M1MDitSuIaBA,1
wL0vMc1yPvRT_CuSuacPsw,1
cO_alFrOEnZHeznPzgJt6A,1
DA-MD3E1ZVpnWX0RqTdmzw,1
1vSfru0kelK1SlWq0BV-5A,1
YAZihvhVr6qreq8mSJYChA,1
6DVDpUUMcAVEsTxIow8zmQ,1
EdXbY7iJSHE_kqSulEhIEg,1
zGgJCUWxe7gvE8GSkrhtqQ,1
5h7_nl8dqY2NcqXMlN-QRw,1
-1nlmjb3zKEXd0vz_nqpIw,1
2ZIGrCKOOWfnUjxGHsgB-g,1
YxQAu1mSOUtpj6A5FZyK6Q,1
AZ4E0azIbst2Lo6oaduQFA,1
9PrD2jIoLiO5WTMFrmxlmg,1
LAfkFqe5W8E41yKHjfGXew,1
incwskDG3zLBpk06D383tg,1
YwurN9FDjy_3Jb3AX3HY9w,1
jomUN0gebpymX-TJc_zamQ,1
vD_43WRbpc6K8q8nf75hnQ,1
TFJ7a7c1vLmZK2mWrEMD4A,1
cEqONCpaEBDHZC4TH-iNXg,1
3vMyvbJ9qQTnp3agiNi8cg,1
rL9cmhOYuJdScYiEN9uFMw,1
8m5QdOABg8Sy3ZLq4L2JQg,1
a-QoSWtpTpqpRilfUWwGYQ,1
4DeFc7hm-YtT_U9VxWoDxQ,1
y331wgGhXKzp6udKpGohNQ,1
skZSscC7WLTqo0uAdXgZ-g,1
tDhJyjBL7NLPXOyaPDwnCw,1
8hMGBc-0wDxGwvzY1RzLow,1
y21u-YFW7z0tYp79hgLhOw,1
4usBzMu5FhEOe3tsCZ4zwg,1
HSRkwIN-bO-zFcqsZHxr0g,1
Q29gfUVfJg5i1TeuZ7V7uQ,1
3ZBz9KVeG3Ur8EqacxOLpA,1
qyah_zz1OnRrCWcOYhEWcQ,1
SXVEPopXQzQtJdFW0G43GA,1
cgKBWt8d07oQ1_6vMbVGjg,1
Iq5oVkH7InCS8feVgx1jqA,1
hbw_EkS_LpFE2sz6PK11YQ,1
ylqaeQpxyr7ZeqD2NdgJPQ,1
wV5hY7eez_M48rmjyoVZfw,1
mRpEBlTtzHB5Gzm52WCX5A,1
ZOXD5tpCOQf1_Hck_tevgA,1
UzRswf8q5aw8PEjzNV8RuA,1
xkdxlkoUsHDEV1uU4Qdqqg,1
9pPTe7WuoxqJGLDwOaZU8g,1
UuFNuY9t_dZJiLOSafYrsQ,1
fbK_YkLxBc1DB6tWYJri3w,1
YtAlRSkDGhEakXz1eRkktA,1
3Gna7PixoEtv4kP9PLTF9w,1
nI17aRpAPo_ghszPoY7b8g,1
w44Yt7Rt1yT71iWU2aFteQ,1
fWnqALV-TXfzkFgy5CoGKw,1
mEYWj2R5bee--MH2tGEuVg,1
hQWr3VjY6SySSuYCZCuK-A,1
sRNdjEJ6VuyiRGID4sM6qQ,1
Nfo4FXWJZDpdDV4Kuqva0g,1
FpxeCjGRFGbqJnQtpSfP1A,1
CQ_NRfzrv0xCFtLPJjsqDw,1
e0cgLrMwAzHIWXy3FAcedA,1
iNOcQ889Zefs2AZ6u6P9Sw,1
GQngk5BCzb6NfE6YA-H8Bg,1
IFPpf-vjevCpQRSYOrqlHg,1
rMPFbiC8UgaqICjJivgidQ,1
PoutxxwMsWXVagJNiZmakw,1
wE_n8fm4Pe1Il0JUdC2EIg,1
96tfd8cVn5umVVc6eKGapQ,1
xwQwH4RfNU8RrnkkC5kncA,1
evF4W11U3WmdIcNxLW1wrg,1
rZ38pvBi8ACrN8O_pN6uyA,1
vRsinhCdEXmfN7_F14fyug,1
kmq9dysWooK5kC50ZGYbKQ,1
tRMti1PWYoiTRNZH2Ndndg,1
rGi8IEnmOKPe9sAiPc325g,1
sXYoyfp_DTikKVRimScmYA,1
18OzYcw48boozRjdmjQgHQ,1
yFDHeS5xBVn6fofydezIkw,1
c8aZcn6MPLlEzWWGW3hzhw,1
flDvdmERfKceZ3mo9XhVng,1
01r5-gybIX3uuqJEQWXB7Q,1
4Bbarhy35Evgdfkwo-wGIQ,1
clGqq6urSD6T8mXlxjA8WA,1
YABma6aywKFskFuCDymFPA,1
J__yGLqaLv9W-5re4bKJ6g,1
ZOBiUR-o0F3_lHJA4FlK5A,1
og4WEEuAKCzEGOTOomZxQg,1
X5gj_A41cJORSOF5k233Mg,1
BuaZh1YNvYGt6XlAO0IjiA,1
e4OCK8ydz26I4y34k6cINA,1
YiPyeF_3dJEo7b_Vv3p9iQ,1
5i3NMSU8rl3-pDWuZQtX4g,1
bYqee675a8CbbkhcWwnADw,1
2mUZGOVAu3FYGiw3x7Q4kQ,1
aN2UVENep4hADJqfzAdjkA,1
bYrRTIlvHifMstzJ3wuvzQ,1
qOmfcWmf_eDygy69D9TpVg,1
O5kZYj0_DrYh1QBSEwoLTA,1
eH1_wmXfsl_1qf4Rr5CYmA,1
FoNt3yjyq9qDt5BdH3ZLTw,1
YfiuBQi_FlRke27O2sI0og,1
yxCC_CYtXSMidhZE2zCBpQ,1
bp8dZNhYfV796TU_h0SKPw,1
v_vdgLvRv9LDnfSj70w-_Q,1
5ElmZwomrrxwVortaZOvqA,1
jkUrLhMoHxhpO-_XZWym_A,1
BP7H2Gvb4GYxk9S2v3C2Zw,1
KqvIEotXpva4LJ1YQk1ISg,1
3-X8da-CWdcn8rYCgYZSGQ,1
x_C4_Dz1jnEKT4l3MuWpow,1
wj27gnEUaovfo0l0QBYcPg,1
dWGjonNmM9iWni9Z3KWf-w,1
GJHlzzZNRov3XZG8PkP6Ew,1
_U2228AbWDiyhV-NKw4owg,1
YnSi75DouGPfWlKuKyTsKg,1
a0viInoSGZ9Z0stG0mTUDQ,1
4Ug_Y1YcEMCgOqfiPA4MQA,1
LObs6KX1l17kVcrjz8AWWQ,1
XiQfxh-WSA3IbZyWz3DLkA,1
35w2DdxKkh7m3UuZWFAQXA,1
RAdYigbcYQj4fDACFTmxTw,1
i4IYwIo6YjkI5SklpPzgBg,1
fE0GPB22uks_bdYILXI7vA,1
9RvH5nXk7Z7TwGNybLW2hA,1
bO5bdVYOD9FCXZLSjoNZCQ,1
t6Ydei058vPVvphRmH8BfA,1
266P0cx1SRNDvBrvfCL7Rw,1
C2s9hxSZsWZhTET3rIWZ2g,1
AzvKns1P3F0_sA19J0mEOw,1
rMxQQqU4A0iPpj7cHYBLaQ,1
JrlIa-U8HV9ccWnnQbZMWQ,1
_r9E3SZlOSfxcRQozu7vvw,1
1QJdOnHeRzrN4w0L0MfkHA,1
N2rEInzRfoZkThFVONq0jQ,1
fsUME7a_2uGdivdrH36x8g,1
nmWImPymE-pPtypa_uDLHQ,1
0EvUNpizT9NjaNIdgeMiAQ,1
z_DmjdmXjNa3xxesczbpSw,1
csDQqt-WjZrmPq7WCDcMEQ,1
MudptPt31o2s7RvOgDg5Vg,1
RCQj_kVOqas4ABm_rM-0JQ,1
xTjcA-TWNXeOlElyNElB-A,1
uVQKXZdl1JDljFXhybp59w,1
f5geb7VfNXe2NLWFnUjN4A,1
zwhqyBGpzO0sznEKqaWUSw,1
G8zFr41ZJJcR1cHAqtr-lw,1
BAcoM5mCioCbL2e9YLYl2A,1
olwuX5jbnVAtWq3Ac2LDsg,1
5YcUCu849OU9aLMxZVI1Lw,1
53exDoJCexAizBbOYQPbbw,1
EhWVf0sk5D1HvD6IVxXZmA,1
O3Q8reMPF2EeyC6k8xpCLw,1
rgxK8EbkyeZLmCm2yRWTTA,1
MIhD6w9fxSCOznK-5nP2xQ,1
rC30XAwaB_0Qr2N3kNTMRQ,1
iZkod3m0ZYhem5xf4rP9ww,1
9QlDg34EZL4Ui4ccvW-BOw,1
DkVWQv3CCAsibz4FBqMrBA,1
ghzg9rqebv_q7iCsBR6Ggg,1
cc70bKnGk32wuKscNweYwQ,1
SGoF9VUOSKa3n_NbrFieBw,1
eoq3qBoZA49c5UnvlDBvrw,1
TJeEoFNYse0CqYNo3YOU6w,1
ZCmgtK_riZYVRtN4ULldBg,1
MnAsrifsl67_deE8Y997qg,1
TSR2S5ew8nuobTdBZyOCSA,1
nVBGZ39oGa7xivu1LGRFIA,1
8lxsn3r4JYdk28lbA0vwJw,1
